,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
372,Non,"Oui, une voiture personelle",Non,Non,2.27412,373,Tunis,La Goulette
373,Non,Non,Non,Non,2.27412,374,Tunis,Le Kram
374,Non,Non,Non,Non,2.93786,375,Tunis,La Marsa
375,NSP,Non,Non,Non,2.32634,376,Tunis,Carthage
376,NSP,"Oui, une voiture personelle",Non,Non,2.27412,377,Tunis,La  Medina
377,Oui,"Oui, une voiture personelle",Oui,NSP,2.32634,378,Tunis,Cité El Khadhra
378,Non,Non,Non,Non,2.27412,379,Tunis,Cité El Khadhra
379,NSP,"Oui, une voiture personelle",Non,Non,2.27412,380,Tunis,El Hrairia
380,Non,Non,Non,Non,2.27412,381,Tunis,El Ouardia
381,Non,"Oui, une voiture personelle",Non,Non,2.27412,382,Tunis,El Kabaria
382,Oui,"Oui, une voiture personelle",Non,Non,2.32634,383,Tunis,Sidi El Béchir
383,Non,"Oui, une voiture personelle",Non,Non,2.27412,384,Tunis,La Marsa
384,Non,"Oui, une voiture personelle",Non,Non,2.27412,385,Tunis,Le Bardo
385,Non,Non,Non,Non,2.27412,386,Tunis,El Omrane
386,Non,"Oui, une voiture personelle",Non,Non,2.27412,387,Tunis,Carthage
387,Oui,Non,Non,Non,2.27412,388,Tunis,Bab Bhar
388,Non,Non,Non,Non,2.32634,389,Tunis,Bab Bhar
389,NSP,"Oui, une voiture personelle",Non,Non,2.32634,390,Tunis,Bab Souika
390,NSP,"Oui, une voiture personelle",Non,Non,2.27412,391,Tunis,Le Bardo
391,NSP,Non,Non,Non,2.27412,392,Tunis,Le Bardo
392,NSP,"Oui, une voiture personelle",Non,Non,2.32634,393,Tunis,El Hrairia
393,Non,"Oui, une voiture personelle",Non,Non,2.27412,394,Tunis,El Hrairia
394,NSP,Non,Non,Non,2.27412,395,Tunis,El Hrairia
395,Oui,Non,Non,Non,2.32634,396,Tunis,El Hrairia
396,Non,"Oui, une voiture personelle",Non,Non,2.32634,397,Tunis,Sidi Hassine
397,NSP,"Oui, une voiture personelle",Non,NSP,2.32634,398,Tunis,La Goulette
398,NSP,Non,Non,Non,2.32634,399,Tunis,Le Kram
399,Non,Non,Non,Non,2.32634,400,Tunis,La Marsa
400,Non,"Oui, une voiture personelle",Non,Non,1.18288,401,Ariana,Soukra
401,NSP,"Oui, une voiture personelle",Non,Non,1.33954,402,Ariana,Soukra
402,Oui,Non,Non,Non,1.39343,403,Ariana,L'Ariana Ville
403,Non,"Oui, une voiture personelle",Non,Oui,1.33954,404,Ariana,Soukra
404,Non,"Oui, une voiture personelle",Non,Non,1.10762,405,Ariana,L'Ariana Ville
405,Non,Non,Non,Non,1.05865,406,Ariana,L'Ariana Ville
406,Non,Non,Non,Non,1.10762,407,Ariana,L'Ariana Ville
407,Non,Non,Non,Non,1.05865,408,Ariana,Kalaât El Andalous
408,Non,Non,Non,Non,1.39343,409,Ariana,El Mnihla
409,Non,Non,Non,Non,1.36919,410,Ariana,Raoued
410,Oui,"Oui, une voiture personelle",Non,Non,1.18288,411,Ariana,El Mnihla
411,Non,Non,Non,Non,1.05865,412,Ariana,Soukra
412,Non,Non,Non,Non,1.10762,413,Ariana,Cité Ettadhamen
413,Non,"Oui, une voiture personelle",Non,Non,1.05865,414,Ariana,Sidi Thabet
414,Non,Non,Non,Non,1.33954,415,Ariana,L'Ariana Ville
415,Non,"Oui, une voiture personelle",Non,Non,1.39343,416,Ariana,Raoued
416,Non,"Oui, une voiture personelle",Non,Non,1.33954,417,Ariana,El Mnihla
417,Oui,"Oui, une voiture personelle",Non,Non,1.39343,418,Ariana,Raoued
418,NSP,Non,Non,Non,1.39343,419,Ariana,Raoued
419,Non,Non,Non,Non,1.10762,420,Ariana,Cité Ettadhamen
420,Non,Non,Non,Non,1.39343,421,Ariana,El Mnihla
421,Non,Non,Non,Non,1.22804,422,Ariana,Soukra
422,Non,Non,Non,Oui,1.39343,423,Ariana,Soukra
423,Non,Non,Non,Non,1.05865,424,Ariana,Raoued
424,Non,Non,Non,Non,1.33954,425,Ariana,Soukra
425,Non,Non,Non,Oui,1.33954,426,Ariana,Cité Ettadhamen
426,NSP,"Oui, une voiture personelle",Non,Non,1.18288,427,Ariana,Soukra
427,NSP,Non,Non,Non,1.22804,428,Ariana,Raoued
428,Non,"Oui, une voiture personelle",Non,Non,1.33954,429,Ariana,L'Ariana Ville
429,Non,Non,Non,Non,1.36919,430,Ariana,Soukra
430,Oui,"Oui, une voiture personelle",Oui,Oui,1.18288,431,Ariana,L'Ariana Ville
431,Non,Non,Non,Non,1.36919,432,Ariana,El Mnihla
432,Non,Non,Non,Non,1.33954,433,Ariana,Soukra
433,NSP,Non,Non,Non,1.22804,434,Ariana,L'Ariana Ville
434,Non,Non,Non,Non,1.05865,435,Ariana,El Mnihla
435,Non,Non,Non,Non,1.18288,436,Ariana,El Mnihla
436,Non,Non,Non,Non,1.05865,437,Ariana,Raoued
437,Non,"Oui, une voiture personelle",Non,Non,1.52469,438,Ariana,El Mnihla
438,Non,"Oui, une voiture personelle",Non,Non,1.22804,439,Ariana,Raoued
439,Non,Non,Non,Non,1.36919,440,Ariana,L'Ariana Ville
440,Non,Non,Non,Non,1.22804,441,Ariana,Cité Ettadhamen
441,Non,"Oui, une voiture personelle",Oui,Oui,1.22804,442,Ariana,Raoued
442,Non,"Oui, une voiture personelle",Non,Non,1.18288,443,Ariana,L'Ariana Ville
443,Non,"Oui, une voiture personelle",Non,Non,1.22804,444,Ariana,L'Ariana Ville
444,Non,Non,Non,Non,1.10762,445,Ariana,El Mnihla
445,Non,"Oui, une voiture personelle",Non,Non,1.36919,446,Ariana,El Mnihla
446,Non,"Oui, une voiture personelle",Non,Non,1.33954,447,Ariana,Raoued
447,Non,Non,Non,Non,1.05865,448,Ariana,El Mnihla
448,Non,Non,Non,Oui,1.36919,449,Ariana,Soukra
449,NSP,"Oui, une voiture de fonction",Non,Non,1.52469,450,Ariana,Cité Ettadhamen
450,Non,"Oui, une voiture personelle",Oui,Non,1.36919,451,Ariana,Soukra
451,Non,"Oui, une voiture personelle",Non,Non,1.36919,452,Ariana,Raoued
452,Non,Non,Non,Non,1.36919,453,Ariana,Raoued
453,Non,"Oui, une voiture personelle",Non,Non,1.36919,454,Ariana,Soukra
454,Non,"Oui, une voiture personelle",Non,Non,1.33954,455,Ariana,Soukra
455,Non,"Oui, une voiture personelle",Non,Non,1.33954,456,Ariana,L'Ariana Ville
456,Oui,Non,Non,Non,1.18288,457,Ariana,El Mnihla
457,Non,Non,Non,Non,1.05865,458,Ariana,Soukra
458,Non,Non,Non,Non,1.52469,459,Ariana,Raoued
459,Non,Non,Non,Non,1.52469,460,Ariana,Soukra
460,Non,Non,Oui,Non,1.36919,461,Ariana,L'Ariana Ville
461,Non,Non,Non,Non,1.18288,462,Ariana,Raoued
462,Non,Non,Non,Non,1.52469,463,Ariana,Soukra
463,Non,"Oui, une voiture personelle",Non,Non,1.33954,464,Ariana,Soukra
464,Non,Non,Non,Non,1.05865,465,Ariana,Cité Ettadhamen
465,NSP,"Oui, une voiture personelle",Non,Non,1.33954,466,Ariana,Soukra
466,Non,Non,Non,Non,1.36919,467,Ariana,Kalaât El Andalous
467,Non,Non,Non,Non,1.36919,468,Ariana,Sidi Thabet
468,Non,"Oui, une voiture personelle",Non,Oui,1.18288,469,Ariana,L'Ariana Ville
469,Non,Non,Non,Non,1.10762,470,Ariana,Soukra
470,Non,Non,Oui,Oui,1.39343,471,Ariana,Raoued
471,Non,Non,Oui,Oui,1.22804,472,Ariana,Raoued
472,Non,Non,Non,Oui,1.18288,473,Ariana,Cité Ettadhamen
473,Non,Non,Non,Non,1.52469,474,Ariana,El Mnihla
474,NSP,"Oui, une voiture personelle",Non,Non,1.18288,475,Ariana,L'Ariana Ville
475,NSP,"Oui, une voiture personelle",Oui,Non,1.33954,476,Ariana,El Mnihla
476,Non,Non,Non,Non,1.39343,477,Ariana,Soukra
477,Non,"Oui, une voiture personelle",Non,Non,1.18288,478,Ariana,Raoued
478,Non,Non,Non,Non,1.10762,479,Ariana,Kalaât El Andalous
479,Non,Non,Non,Non,1.33954,480,Ariana,El Mnihla
480,Non,"Oui, une voiture personelle",Non,Non,1.33954,481,Ariana,Raoued
481,Non,"Oui, une voiture personelle",Non,Oui,1.33954,482,Ariana,L'Ariana Ville
482,Non,Non,Non,Non,1.36919,483,Ariana,L'Ariana Ville
483,Non,Non,Non,Non,1.22804,484,Ariana,El Mnihla
484,Non,Non,Non,Non,1.05865,485,Ariana,Raoued
485,NSP,Non,Non,Non,1.52469,486,Ariana,Raoued
486,Non,"Oui, une voiture de fonction",Non,Non,1.39343,487,Ariana,Raoued
487,Oui,Non,Non,Oui,1.18288,488,Ariana,El Mnihla
488,NSP,Non,Non,Non,1.18288,489,Ariana,Cité Ettadhamen
489,Non,"Oui, une voiture personelle",Non,Oui,1.18288,490,Ariana,Sidi Thabet
490,Non,Non,Non,Non,1.22804,491,Ariana,Sidi Thabet
491,Oui,"Oui, une voiture personelle",Non,Oui,1.10762,492,Ariana,Raoued
492,NSP,Non,Non,Non,1.22804,493,Ariana,Soukra
493,Non,Non,Non,Non,1.22804,494,Ariana,Cité Ettadhamen
494,NSP,Non,Non,Non,1.22804,495,Ariana,L'Ariana Ville
495,Non,Non,Non,Non,1.05865,496,Ariana,Raoued
496,Non,Non,Non,Non,1.36919,497,Ariana,Soukra
497,Non,"Oui, une voiture personelle",Non,Non,1.22804,498,Ariana,Raoued
498,Non,"Oui, une voiture personelle",Non,Non,1.39343,499,Ariana,El Mnihla
499,Non,Non,Non,Non,1.10762,500,Ariana,Soukra
500,Non,Non,Non,Non,1.36919,501,Ariana,Kalaât El Andalous
501,Non,"Oui, une voiture personelle",Non,Oui,1.36919,502,Ariana,L'Ariana Ville
502,Non,Non,Non,Non,1.36919,503,Ariana,Raoued
503,Non,Non,Non,Non,1.10762,504,Ariana,Soukra
504,Oui,"Oui, une voiture personelle",Non,Non,1.52469,505,Ariana,L'Ariana Ville
505,Non,"Oui, une voiture personelle",Non,Non,1.05865,506,Ariana,Soukra
506,Non,"Oui, une voiture personelle",Non,Non,1.33954,507,Ariana,Cité Ettadhamen
507,Non,Non,Non,Non,1.39343,508,Ariana,Kalaât El Andalous
508,Non,"Oui, une voiture personelle",Non,Non,1.36919,509,Ariana,Raoued
509,Non,Non,Non,Non,1.22804,510,Ariana,Kalaât El Andalous
510,Non,Non,Non,Non,1.33954,511,Ariana,Sidi Thabet
511,NSP,Non,Non,Non,1.22804,512,Ariana,Cité Ettadhamen
512,Non,Non,Non,Non,1.10762,513,Ariana,El Mnihla
513,Non,Non,Non,Non,1.10762,514,Ariana,Soukra
514,Non,Non,Non,Non,1.52469,515,Ariana,L'Ariana Ville
515,Non,Non,Non,Non,1.39343,516,Ariana,Cité Ettadhamen
516,Non,Non,Non,Non,1.05865,517,Ariana,Soukra
517,Non,Non,Non,Non,1.39343,518,Ariana,Cité Ettadhamen
518,Non,Non,Non,Non,1.10762,519,Ariana,Soukra
519,Non,Non,Non,Non,1.39343,520,Ariana,L'Ariana Ville
520,Non,Non,Non,Non,1.36919,521,Ariana,El Mnihla
521,NSP,Non,Non,Non,1.22804,522,Ariana,L'Ariana Ville
522,Non,Non,Non,Non,1.39343,523,Ariana,Raoued
523,Non,Non,Non,Non,1.33954,524,Ariana,Raoued
524,NSP,"Oui, une voiture personelle",Non,Non,1.22804,525,Ariana,Cité Ettadhamen
525,Non,Non,Non,Non,1.22804,526,Ariana,Soukra
526,Non,"Oui, une voiture de fonction",Non,Non,1.52469,527,Ariana,Raoued
527,Non,"Oui, une voiture personelle",Non,Non,1.33954,528,Ariana,El Mnihla
528,Non,"Oui, une voiture personelle",Non,Non,1.18288,529,Ariana,Raoued
529,Non,Non,Non,Non,1.22804,530,Ariana,Raoued
530,Non,Non,Non,Non,1.18288,531,Ariana,Soukra
531,Non,Non,Non,Non,1.36919,532,Ariana,Cité Ettadhamen
532,Non,"Oui, une voiture personelle",Non,Non,1.33954,533,Ariana,Cité Ettadhamen
533,Non,Non,Non,Non,1.36919,534,Ariana,Cité Ettadhamen
534,Oui,"Oui, une voiture personelle",Non,Non,1.10762,535,Ariana,L'Ariana Ville
535,Non,Non,Non,Non,1.10762,536,Ariana,El Mnihla
536,Non,Non,Non,Non,1.52469,537,Ariana,L'Ariana Ville
537,Non,Non,Non,Non,1.33954,538,Ariana,Cité Ettadhamen
538,Non,"Oui, une voiture personelle",Non,Oui,1.10762,539,Ariana,Soukra
539,NSP,"Oui, une voiture personelle",Non,Non,1.18288,540,Ariana,Sidi Thabet
540,Non,Non,Non,Non,1.05865,541,Ariana,Cité Ettadhamen
541,NSP,Non,Non,Non,1.39343,542,Ariana,Soukra
542,Non,"Oui, une voiture personelle",Non,Non,1.52469,543,Ariana,Soukra
543,Non,Non,Non,Non,1.22804,544,Ariana,Soukra
544,Non,"Oui, une voiture personelle",Non,Non,1.52469,545,Ariana,El Mnihla
545,Non,Non,Non,Non,1.05865,546,Ariana,El Mnihla
546,Non,"Oui, une voiture personelle",Non,Non,1.36919,547,Ariana,Soukra
547,Non,Non,Non,Non,1.22804,548,Ariana,L'Ariana Ville
548,Non,"Oui, une voiture personelle",Non,Oui,1.39343,549,Ariana,Soukra
549,Non,"Oui, une voiture personelle",Non,Non,1.18288,550,Ariana,Kalaât El Andalous
550,Non,"Oui, une voiture personelle",Non,Non,1.52469,551,Ariana,Raoued
551,Non,Non,Non,Non,1.10762,552,Ariana,Cité Ettadhamen
552,Non,"Oui, une voiture personelle",Non,Non,1.22804,553,Ariana,El Mnihla
553,Oui,Non,Non,Non,1.18288,554,Ariana,Soukra
554,Oui,"Oui, une voiture personelle",Non,Non,1.18288,555,Ariana,L'Ariana Ville
555,Non,Non,Non,Non,1.36919,556,Ariana,Cité Ettadhamen
556,Non,Non,Non,Non,1.10762,557,Ariana,Raoued
557,Non,Non,Non,Oui,1.22804,558,Ariana,Cité Ettadhamen
558,Non,Non,Non,Non,1.18288,559,Ariana,Soukra
559,Non,Non,Non,Non,1.22804,560,Ariana,L'Ariana Ville
560,Non,"Oui, une voiture personelle",Non,Non,1.36919,561,Ariana,Raoued
561,Non,"Oui, une voiture personelle",Non,Non,1.33954,562,Ariana,Soukra
562,Non,Non,Non,Non,1.18288,563,Ariana,Cité Ettadhamen
563,NSP,Non,Non,Non,1.22804,564,Ariana,Soukra
564,Non,"Oui, une voiture personelle",Non,Non,1.52469,565,Ariana,Soukra
565,Non,"Oui, une voiture personelle",Non,Non,1.36919,566,Ariana,Soukra
566,Non,Non,Non,Non,1.10762,567,Ariana,L'Ariana Ville
567,NSP,Non,Non,Non,1.36919,568,Ariana,Soukra
568,Non,Non,Non,Non,1.22804,569,Ariana,Sidi Thabet
569,Non,Non,Non,Non,1.39343,570,Ariana,Cité Ettadhamen
570,Non,"Oui, une voiture personelle",Non,Non,1.22804,571,Ariana,Raoued
571,Non,Non,Non,Non,1.05865,572,Ariana,Raoued
572,NSP,Non,Non,Non,1.39343,573,Ariana,Cité Ettadhamen
573,Non,Non,Non,Non,1.52469,574,Ariana,Cité Ettadhamen
574,NSP,"Oui, une voiture personelle",Oui,Oui,1.18288,575,Ariana,Soukra
575,Non,Non,Non,Non,1.33954,576,Ariana,L'Ariana Ville
576,Non,Non,Non,Non,1.10762,577,Ariana,L'Ariana Ville
577,NSP,"Oui, une voiture personelle",Non,Non,1.18288,578,Ariana,El Mnihla
578,Non,"Oui, une voiture personelle",Non,Non,1.33954,579,Ariana,Soukra
579,Non,Non,Non,Non,1.18288,580,Ariana,L'Ariana Ville
580,Non,Non,Non,Non,1.36919,581,Ariana,El Mnihla
581,Non,Non,Non,Non,1.39343,582,Ariana,L'Ariana Ville
582,NSP,"Oui, une voiture personelle",Non,Non,1.39343,583,Ariana,Kalaât El Andalous
583,Non,"Oui, une voiture personelle",Non,Non,1.36919,584,Ariana,Sidi Thabet
584,Non,"Oui, une voiture personelle",Non,Non,1.18288,585,Ariana,Soukra
585,Non,Non,Non,Oui,1.18288,586,Ariana,Soukra
586,Oui,"Oui, une voiture personelle",Non,Non,1.33954,587,Ariana,Soukra
587,Non,Non,Non,Non,1.18288,588,Ariana,Soukra
588,Non,"Oui, une voiture personelle",Non,Non,1.33954,589,Ariana,Raoued
589,Non,"Oui, une voiture personelle",Non,Non,1.18288,590,Ariana,L'Ariana Ville
590,Non,Non,Non,Non,1.18288,591,Ariana,Cité Ettadhamen
591,Non,"Oui, une voiture personelle",Non,Non,1.10762,592,Ariana,L'Ariana Ville
592,Non,Non,Non,Non,1.18288,593,Ariana,El Mnihla
593,NSP,"Oui, une voiture personelle",Non,Non,1.22804,594,Ariana,L'Ariana Ville
594,Oui,Non,Non,Non,1.52469,595,Ariana,Soukra
595,Non,Non,Non,Oui,1.52469,596,Ariana,Sidi Thabet
596,Non,Non,Non,Non,1.18288,597,Ariana,L'Ariana Ville
597,Non,Non,Oui,Oui,1.22804,598,Ariana,Soukra
598,Non,"Oui, une voiture personelle",Non,Non,1.39343,599,Ariana,L'Ariana Ville
599,Non,"Oui, une voiture personelle",Non,Non,1.22804,600,Ariana,L'Ariana Ville
600,Non,"Oui, une voiture personelle",Non,Non,1.52469,601,Ariana,Soukra
601,Non,"Oui, une voiture de fonction",Non,Non,1.05865,602,Ariana,Soukra
602,Oui,"Oui, une voiture personelle",Non,Non,1.22804,603,Ariana,Raoued
603,NSP,Non,Non,Non,1.22804,604,Ariana,Kalaât El Andalous
604,Non,"Oui, une voiture personelle",Non,Oui,1.22804,605,Ariana,El Mnihla
605,Non,"Oui, une voiture personelle",Non,Non,1.22804,606,Ariana,El Mnihla
606,NSP,Non,Non,Non,1.22804,607,Ariana,Cité Ettadhamen
607,NSP,"Oui, une voiture personelle",Non,Non,1.52469,608,Ariana,Cité Ettadhamen
608,Non,Non,Non,Non,1.33954,609,Ariana,Cité Ettadhamen
609,Non,Non,Non,Non,1.33954,610,Ariana,Cité Ettadhamen
610,Oui,"Oui, une voiture personelle",Non,Non,1.18288,611,Ariana,El Mnihla
611,Non,"Oui, une voiture personelle",Non,Non,1.33954,612,Ariana,El Mnihla
612,Non,Non,Non,Non,1.10762,613,Ariana,Sidi Thabet
613,Non,"Oui, une voiture personelle",Non,Non,1.10762,614,Ariana,L'Ariana Ville
614,Non,"Oui, une voiture personelle",Non,Non,1.39343,615,Ariana,Cité Ettadhamen
615,Non,Non,Non,Non,1.22804,616,Ariana,L'Ariana Ville
616,Oui,Non,Non,Non,1.22804,617,Ariana,El Mnihla
617,Non,Non,Non,Non,1.22804,618,Ariana,Cité Ettadhamen
618,NSP,"Oui, une voiture personelle",Non,Non,1.22804,619,Ariana,Kalaât El Andalous
619,Non,"Oui, une voiture personelle",Non,Non,1.22804,620,Ariana,Soukra
620,Oui,Non,Non,Non,1.39343,621,Ariana,L'Ariana Ville
621,Non,Non,Non,Non,1.10762,622,Ariana,Sidi Thabet
622,Oui,"Oui, une voiture personelle",Non,Non,1.22804,623,Ariana,Soukra
623,Non,"Oui, une voiture personelle",Non,Non,1.05865,624,Ariana,L'Ariana Ville
624,NSP,Non,Non,Non,1.22804,625,Ariana,El Mnihla
625,NSP,"Oui, une voiture personelle",Oui,NSP,1.18288,626,Ariana,L'Ariana Ville
626,Non,Non,Non,Non,1.33954,627,Ariana,Kalaât El Andalous
627,NSP,Non,Non,Non,1.52469,628,Ariana,El Mnihla
628,Non,Non,Non,Non,1.39343,629,Ariana,El Mnihla
629,Non,Non,Non,Non,1.05865,630,Ariana,Cité Ettadhamen
630,Non,Non,Non,Non,1.52469,631,Ariana,Raoued
631,Oui,"Oui, une voiture personelle",Non,Oui,1.39343,632,Ariana,El Mnihla
632,Non,Non,Non,Non,1.05865,633,Ariana,Kalaât El Andalous
633,Oui,"Oui, une voiture personelle",Non,Non,1.22804,634,Ariana,Raoued
634,Non,Non,Non,Non,1.05865,635,Ariana,Raoued
635,Non,"Oui, une voiture personelle",Non,Non,1.39343,636,Ariana,El Mnihla
636,Non,"Oui, une voiture personelle",Non,Non,1.52469,637,Ariana,Kalaât El Andalous
637,Non,"Oui, une voiture personelle",Non,Non,1.18288,638,Ariana,El Mnihla
638,Non,"Oui, une voiture personelle",Non,Non,1.18288,639,Ariana,Raoued
639,NSP,"Oui, une voiture personelle",Non,Non,1.39343,640,Ariana,L'Ariana Ville
640,Non,Non,Non,Non,1.18288,641,Ariana,Raoued
641,Non,"Oui, une voiture personelle",Non,Non,1.33954,642,Ariana,Raoued
642,NSP,Non,Non,NSP,1.22804,643,Ariana,Soukra
643,Oui,Non,Oui,Non,1.10762,644,Ariana,Cité Ettadhamen
644,Oui,"Oui, une voiture personelle",Non,Oui,1.36919,645,Ariana,Raoued
645,Non,"Oui, une voiture personelle",Non,Non,1.18288,646,Ariana,L'Ariana Ville
646,Non,Non,Non,Non,1.18288,647,Ariana,Kalaât El Andalous
647,Non,"Oui, une voiture personelle",Non,Non,1.22804,648,Ariana,El Mnihla
648,Non,"Oui, une voiture personelle",Non,Non,1.33954,649,Ariana,Raoued
649,Non,"Oui, une voiture personelle",Non,Non,1.52469,650,Ariana,Cité Ettadhamen
650,NSP,"Oui, une voiture personelle",Non,Non,1.22804,651,Ariana,Soukra
651,Non,Non,Non,Non,1.33954,652,Ariana,Sidi Thabet
652,Non,Non,Non,Non,1.05865,653,Ariana,Sidi Thabet
653,Non,Non,Non,Non,1.33954,654,Ariana,Raoued
654,Non,Non,Non,Non,1.10762,655,Ariana,Raoued
655,Oui,"Oui, une voiture personelle",Non,Non,1.36919,656,Ariana,L'Ariana Ville
656,Non,Non,Non,Non,1.52469,657,Ariana,Cité Ettadhamen
657,Non,Non,Non,Non,1.18288,658,Ariana,Cité Ettadhamen
658,Non,Non,Non,Non,1.52469,659,Ariana,Raoued
659,Oui,Non,Non,Non,1.22804,660,Ariana,Raoued
660,Non,Non,Non,Non,1.22804,661,Ariana,El Mnihla
661,Oui,"Oui, une voiture personelle",Non,Non,1.52469,662,Ariana,L'Ariana Ville
662,Non,"Oui, une voiture personelle",Non,Oui,1.33954,663,Ariana,Raoued
663,Oui,"Oui, une voiture personelle",Non,Non,1.22804,664,Ariana,L'Ariana Ville
664,NSP,"Oui, une voiture personelle",Non,Non,1.22804,665,Ariana,Raoued
665,NSP,"Oui, une voiture de fonction",Non,Non,1.22804,666,Ariana,Soukra
666,Non,"Oui, une voiture personelle",Non,Non,1.52469,667,Ariana,Cité Ettadhamen
667,Non,Non,Non,Non,1.52469,668,Ariana,Soukra
668,Non,"Oui, une voiture personelle",Non,Non,1.10762,669,Ariana,Cité Ettadhamen
669,Non,"Oui, une voiture personelle",Non,Non,1.10762,670,Ariana,Sidi Thabet
670,Non,"Oui, une voiture personelle",Oui,Oui,1.36919,671,Ariana,L'Ariana Ville
671,Non,Non,Non,Non,1.05865,672,Ariana,Raoued
672,Non,Non,Oui,Non,1.33954,673,Ariana,L'Ariana Ville
673,Non,Non,Non,Non,1.18288,674,Ariana,Raoued
674,Non,Non,Non,Non,1.52469,675,Ariana,Sidi Thabet
675,Non,"Oui, une voiture personelle",Non,Non,1.18288,676,Ariana,Cité Ettadhamen
676,Non,Non,Non,Non,1.52469,677,Ariana,L'Ariana Ville
677,Non,"Oui, une voiture de fonction",Non,Non,1.36919,678,Ariana,L'Ariana Ville
678,NSP,Non,Non,Non,1.18288,679,Ariana,Cité Ettadhamen
679,Non,"Oui, une voiture personelle",Non,Non,1.52469,680,Ariana,Kalaât El Andalous
680,Oui,"Oui, une voiture personelle",Non,Non,1.10762,681,Ariana,Raoued
681,Non,"Oui, une voiture personelle",Oui,NSP,1.52469,682,Ariana,L'Ariana Ville
682,Non,"Oui, une voiture personelle",Non,Non,1.33954,683,Ariana,L'Ariana Ville
683,Non,"Oui, une voiture personelle",Non,Non,1.18288,684,Ariana,Cité Ettadhamen
684,NSP,Non,Non,Non,1.05865,685,Ariana,Cité Ettadhamen
685,Non,"Oui, une voiture personelle",Non,Non,1.33954,686,Ariana,El Mnihla
686,Non,"Oui, une voiture personelle",Non,Non,1.39343,687,Ariana,L'Ariana Ville
687,Non,"Oui, une voiture personelle",Non,Non,1.52469,688,Ariana,El Mnihla
688,Non,"Oui, une voiture personelle",Non,Non,1.52469,689,Ariana,L'Ariana Ville
689,Non,"Oui, une voiture de fonction",Non,Oui,1.39343,690,Ariana,El Mnihla
690,Oui,Non,Non,Non,1.22804,691,Ariana,Cité Ettadhamen
691,Non,Non,Non,Non,1.33954,692,Ariana,Cité Ettadhamen
692,Non,Non,Non,Non,1.39343,693,Ariana,Raoued
693,Non,Non,Non,Non,1.39343,694,Ariana,El Mnihla
694,Non,Non,Non,Non,1.05865,695,Ariana,Soukra
695,Non,Non,Non,Non,1.52469,696,Ariana,L'Ariana Ville
696,Non,Non,Non,Non,1.10762,697,Ariana,Raoued
697,Non,Non,Oui,Oui,1.36919,698,Ariana,Soukra
698,NSP,Non,Non,Non,1.52469,699,Ariana,Cité Ettadhamen
699,Non,Non,Non,Non,1.39343,700,Ariana,Raoued
700,NSP,Non,Non,NSP,1.22804,701,Ariana,El Mnihla
701,Non,Non,Non,Non,1.22804,702,Ariana,L'Ariana Ville
702,Non,Non,Non,Non,1.05865,703,Ariana,El Mnihla
703,Non,Non,Non,Non,1.36919,704,Ariana,L'Ariana Ville
704,Non,"Oui, une voiture personelle",Non,Non,1.52469,705,Ariana,Soukra
705,Non,Non,Non,Non,1.18288,706,Ariana,Soukra
706,Non,Non,Non,Non,1.22804,707,Ariana,Cité Ettadhamen
707,Non,Non,Non,Non,1.10762,708,Ariana,Cité Ettadhamen
708,NSP,Non,Non,Non,1.39343,709,Ariana,Raoued
709,NSP,"Oui, une voiture personelle",Non,Non,1.39343,710,Ariana,Soukra
710,Non,Non,Non,Non,1.18288,711,Ariana,Kalaât El Andalous
711,Non,Non,Non,Non,1.39343,712,Ariana,L'Ariana Ville
712,Non,Non,Non,Oui,1.36919,713,Ariana,Cité Ettadhamen
713,Non,"Oui, une voiture personelle",Non,Non,1.10762,714,Ariana,Cité Ettadhamen
714,NSP,"Oui, une voiture personelle",Non,Oui,1.39343,715,Ariana,L'Ariana Ville
715,NSP,"Oui, une voiture personelle",Oui,NSP,1.18288,716,Ariana,L'Ariana Ville
716,Non,"Oui, une voiture personelle",Non,Oui,1.52469,717,Ariana,L'Ariana Ville
717,Non,"Oui, une voiture personelle",Non,Non,1.52469,718,Ariana,Soukra
718,Non,"Oui, une voiture de fonction",Non,Non,1.05865,719,Ariana,Soukra
719,Non,Non,Non,Non,1.36919,720,Ariana,El Mnihla
720,NSP,Non,Oui,Non,1.39343,721,Ariana,L'Ariana Ville
721,Non,Non,Non,Non,1.18288,722,Ariana,Soukra
722,Non,Non,Non,Non,1.36919,723,Ariana,Cité Ettadhamen
723,Non,Non,Non,Non,1.39343,724,Ariana,Raoued
724,Non,"Oui, une voiture personelle",Non,Non,1.18288,725,Ariana,El Mnihla
725,Non,Non,Non,Non,1.33954,726,Ariana,Raoued
726,Non,Non,Non,Non,1.18288,727,Ariana,Raoued
727,Non,"Oui, une voiture personelle",Non,Oui,1.36919,728,Ariana,L'Ariana Ville
728,Non,"Oui, une voiture personelle",Non,Non,1.36919,729,Ariana,Soukra
729,Non,Non,Non,Non,1.05865,730,Ariana,Raoued
730,Non,"Oui, une voiture personelle",Non,Non,1.33954,731,Ariana,L'Ariana Ville
731,Non,Non,Non,Non,1.10762,732,Ariana,Cité Ettadhamen
732,Non,"Oui, une voiture de fonction",Non,Non,1.10762,733,Ariana,El Mnihla
733,Non,Non,Non,Non,1.39343,734,Ariana,Kalaât El Andalous
734,NSP,Non,Non,NSP,1.22804,735,Ariana,Soukra
