agence,banque,lat,long,geometry,index_right,C_DELEG,OBJECTID,LABEL,C_SECT,LABEL_AR,municipalite,circonscription,gouvernorat,CODE_GOUV,Shape__Area,Shape__Length,delegation,Nearest_Biat,Distance_Km,CONCURRENT LE PLUS PROCHE,BIAT LA PLUS PROCHE
ubci,ubci,35.834741,10.637491,POINT (10.637491 35.834741),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,BIAT BAB BHAR 21,0.65,stb (0.15Km),Agence sousse hached (0.63Km)
uib,uib,35.8535,10.6157,POINT (10.6157 35.8535),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,BIAT KHEZAMA 16,0.54,uib (0.01Km),BIAT KHEZAMA 16 (0.55Km)
uib,uib,35.8536,10.6157,POINT (10.6157 35.8536),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,BIAT KHEZAMA 16,0.55,uib (0.01Km),BIAT KHEZAMA 16 (0.54Km)
uib,uib,35.826,10.6413,POINT (10.6413 35.826),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,Agence sousse belhouane,0.09,atb (0.03Km),Agence sousse belhouane (0.09Km)
zitouna,zitouna,35.854033,10.615876,POINT (10.615876 35.854033),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,BIAT KHEZAMA 16,0.6,uib (0.05Km),BIAT KHEZAMA 16 (0.55Km)
zitouna,zitouna,35.83112102278709,10.64019813459777,POINT (10.64019813459777 35.83112102278709),125,3151,956,BOU JAAFER,315151,بوجعفر,Sousse,Sousse,Sousse,31,0.0001273462433459,0.0507420545702533,Sousse Medina,BIAT BAB BHAR 21,0.18,stb (0.02Km),BIAT BAB BHAR 21 (0.19Km)
Agence Sousse Erriadh,biat,35.800537109375,10.60636711120605,POINT (10.60636711120605 35.800537109375),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence sousse hached,4.0,zitouna (0.01Km),Agence Sousse Erriadh (0.01Km)
amen,amen,35.8036477,10.612987,POINT (10.612987 35.8036477),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.69,ubci (0.31Km),Agence Sousse Erriadh (0.99Km)
atb,atb,35.8043892,10.60222250000004,POINT (10.60222250000004 35.8043892),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.57,stb (0.25Km),Agence Sousse Erriadh (0.32Km)
attijari,attijari,35.808948,10.608581,POINT (10.608581 35.808948),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.96,amen (0.71Km),Agence Sousse Erriadh (0.69Km)
bh,bh,35.7999643,10.6002688,POINT (10.6002688 35.7999643),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.55,stb (0.42Km),Agence Sousse Erriadh (0.32Km)
stb,stb,35.8024595,10.6036917,POINT (10.6036917 35.8024595),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.32,atb (0.25Km),Agence Sousse Erriadh (0.57Km)
uib,uib,35.7919,10.5921,POINT (10.5921 35.7919),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,1.61,bh (1.16Km),Agence Sousse Erriadh (0.55Km)
uib,uib,35.8002,10.6065,POINT (10.6065 35.8002),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.04,biat (0.04Km),Agence sousse hached (4.0Km)
zitouna,zitouna,35.80059954992474,10.60625812748755,POINT (10.60625812748755 35.80059954992474),126,3152,961,EZZOUHOUR,315254,الزهور,Ezzouhour,Sousse,Sousse,31,0.0003697323173241,0.1026780166261,Sousse Riadh,Agence Sousse Erriadh,0.01,biat (0.01Km),Agence sousse hached (4.0Km)
Agence La Soukra,biat,36.8619499206543,10.21078872680664,POINT (10.21078872680664 36.8619499206543),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.75,ubci (0.26Km),Agence La Soukra (0.26Km)
Agence Charguia 2,biat,36.85300827026367,10.20482540130615,POINT (10.20482540130615 36.85300827026367),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,1.13,attijari (0.06Km),Agence Charguia 2 (0.06Km)
Agence Borj Louzir,biat,36.86860656738281,10.20957469940186,POINT (10.20957469940186 36.86860656738281),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.75,atb (0.42Km),Agence Borj Louzir (0.42Km)
Agence Ain Zaghouan,biat,36.86296081542969,10.27627468109131,POINT (10.27627468109131 36.86296081542969),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Les Jardins du Lac,1.79,attijari (0.08Km),Agence Ain Zaghouan (0.08Km)
abc,abc,36.8691719,10.2250468,POINT (10.2250468 36.8691719),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,1.38,qnb (0.64Km),Agence La Soukra (0.87Km)
amen,amen,36.865239,10.20231,POINT (10.20231 36.865239),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.75,attijari (0.03Km),Agence Borj Louzir (0.72Km)
amen,amen,36.8751149,10.24442698,POINT (10.24442698 36.8751149),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Laouina,2.53,attijari (1.71Km),Agence Laouina (0.82Km)
amen,amen,36.855173,10.208663,POINT (10.208663 36.855173),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.42,bna (0.34Km),Agence La Soukra (0.54Km)
amen,amen,36.864927,10.218199,POINT (10.218199 36.864927),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.74,btk (0.11Km),Agence La Soukra (0.85Km)
atb,atb,36.86668649999999,10.20548480000002,POINT (10.20548480000002 36.86668649999999),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.42,attijari (0.3Km),Agence Borj Louzir (0.72Km)
atb,atb,36.8864422,10.21790110000006,POINT (10.21790110000006 36.8864422),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,2.12,abc (2.02Km),Agence Borj Louzir (1.38Km)
attijari,attijari,36.86891,10.27702299999999,POINT (10.27702299999999 36.86891),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Ain Zaghouan,0.66,biat (0.66Km),Agence Les Jardins du Lac (1.79Km)
attijari,attijari,36.861747,10.25398900000005,POINT (10.25398900000005 36.861747),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Laouina,0.82,btl (0.17Km),Agence Laouina (0.66Km)
attijari,attijari,36.852702,10.205412,POINT (10.205412 36.852702),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.06,biat (0.06Km),Agence La Soukra (1.13Km)
attijari,attijari,36.865335,10.20258799999999,POINT (10.20258799999999 36.865335),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.72,amen (0.03Km),Agence Borj Louzir (0.75Km)
attijari,attijari,36.862661,10.277109,POINT (10.277109 36.862661),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Ain Zaghouan,0.08,biat (0.08Km),Agence Les Jardins du Lac (1.79Km)
bh,bh,36.851688,10.2037083,POINT (10.2037083 36.851688),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.18,biat (0.18Km),Agence La Soukra (1.13Km)
bh,bh,36.860784,10.2070227,POINT (10.2070227 36.860784),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.36,ubci (0.13Km),Agence La Soukra (0.26Km)
bna,bna,36.85802327781707,10.20720129152744,POINT (10.20720129152744 36.85802327781707),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.54,bh (0.31Km),Agence La Soukra (0.36Km)
bt,bt,36.86509,10.20028,POINT (10.20028 36.86509),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.91,zitouna (0.0Km),Agence Borj Louzir (0.91Km)
bt,bt,36.855639,10.20469,POINT (10.20469 36.855639),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.29,zitouna (0.23Km),Agence Charguia 2 (0.07Km)
btk,btk,36.8652874,10.2193558,POINT (10.2193558 36.8652874),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.85,qnb (0.03Km),Agence La Soukra (0.87Km)
qnb,qnb,36.865511,10.219547,POINT (10.219547 36.865511),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.87,btk (0.03Km),Agence La Soukra (0.85Km)
stb,stb,36.8645279,10.2158491,POINT (10.2158491 36.8645279),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.53,zitouna (0.12Km),Agence La Soukra (0.42Km)
ubci,ubci,36.851876,10.206645,POINT (10.206645 36.851876),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.21,ubci (0.0Km),Agence Charguia 2 (0.21Km)
ubci,ubci,36.860603,10.208434,POINT (10.208434 36.860603),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.26,bh (0.13Km),Agence La Soukra (0.36Km)
ubci,ubci,36.851876,10.206645,POINT (10.206645 36.851876),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.21,ubci (0.0Km),Agence Charguia 2 (0.21Km)
zitouna,zitouna,36.865069,10.200291,POINT (10.200291 36.865069),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Borj Louzir,0.91,bt (0.0Km),Agence Borj Louzir (0.91Km)
zitouna,zitouna,36.86376,10.214871,POINT (10.214871 36.86376),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence La Soukra,0.42,stb (0.12Km),Agence La Soukra (0.53Km)
zitouna,zitouna,36.85355,10.204452,POINT (10.204452 36.85355),22,1252,173,SOUKRA,125251,سكرة,Soukra,Ariana,Ariana,12,0.0008521428878225,0.153620732005274,Soukra,Agence Charguia 2,0.07,biat (0.07Km),Agence La Soukra (1.13Km)
Agence Souk lahad,biat,33.77612686157227,8.861087799072266,POINT (8.861087799072266 33.77612686157227),261,6353,2062,EL MENCHIA,635351,المنشية,Souk Lahad,Kebeli,Kebeli,63,0.0448039458497931,1.27455298137874,Souk El Ahed,Agence Kebili,13.02,attijari (0.2Km),Agence Souk lahad (0.2Km)
attijari,attijari,33.777863,8.861417999999958,POINT (8.861417999999958 33.777863),261,6353,2062,EL MENCHIA,635351,المنشية,Souk Lahad,Kebeli,Kebeli,63,0.0448039458497931,1.27455298137874,Souk El Ahed,Agence Souk lahad,0.2,biat (0.2Km),Agence Kebili (13.02Km)
zitouna,zitouna,33.775243,8.856323,POINT (8.856323 33.775243),261,6353,2062,EL MENCHIA,635351,المنشية,Souk Lahad,Kebeli,Kebeli,63,0.0448039458497931,1.27455298137874,Souk El Ahed,Agence Souk lahad,0.45,biat (0.45Km),Agence Kebili (13.02Km)
Agence Souassi,biat,35.34470748901367,10.54987525939941,POINT (10.54987525939941 35.34470748901367),159,3356,1186,ESSOUASSI,335651,السواسي,Essouassi,Mahdia,Mahdia,33,0.0034498514036442,0.314757819511329,Essouassi,Agence El Jem,15.55,bna (0.14Km),Agence Souassi (0.14Km)
bna,bna,35.34378926101961,10.54888789793472,POINT (10.54888789793472 35.34378926101961),159,3356,1186,ESSOUASSI,335651,السواسي,Essouassi,Mahdia,Mahdia,33,0.0034498514036442,0.314757819511329,Essouassi,Agence Souassi,0.14,biat (0.14Km),Agence El Jem (15.55Km)
Agence Soliman,biat,36.69435119628906,10.48692798614502,POINT (10.48692798614502 36.69435119628906),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Borj Cedria,7.28,bna (0.31Km),Agence Soliman (0.31Km)
amen,amen,36.694334,10.495267,POINT (10.495267 36.694334),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Soliman,0.74,stb (0.06Km),Agence Soliman (0.79Km)
attijari,attijari,36.699427,10.48851000000002,POINT (10.48851000000002 36.699427),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Soliman,0.58,bna (0.49Km),Agence Soliman (0.31Km)
bna,bna,36.69521118129997,10.49026060028075,POINT (10.49026060028075 36.69521118129997),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Soliman,0.31,biat (0.31Km),Agence Borj Cedria (7.28Km)
stb,stb,36.69411326,10.49583256,POINT (10.49583256 36.69411326),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Soliman,0.79,amen (0.06Km),Agence Soliman (0.74Km)
zitouna,zitouna,36.694067,10.494642,POINT (10.494642 36.694067),58,1561,395,EL MRAISSA,156151,المريسة,Korbos,Nabeul_2,Nabeul,15,0.0049621964583082,0.471048627825395,Soliman,Agence Soliman,0.69,amen (0.06Km),Agence Soliman (0.74Km)
Agence Siliana,biat,36.08347320556641,9.375080108642578,POINT (9.375080108642578 36.08347320556641),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Oueslatia,32.49,bts (0.24Km),Agence Siliana (0.24Km)
amen,amen,36.085577,9.369817,POINT (9.369817 36.085577),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.53,atb (0.06Km),Agence Siliana (0.46Km)
atb,atb,36.0854003,9.370500200000038,POINT (9.370500200000038 36.0854003),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.46,amen (0.06Km),Agence Siliana (0.53Km)
attijari,attijari,36.09128,9.370136000000002,POINT (9.370136000000002 36.09128),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.98,uib (0.16Km),Agence Siliana (1.13Km)
bfpme,bfpme,36.0861022,9.374101,POINT (9.374101 36.0861022),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.31,bts (0.07Km),Agence Siliana (0.24Km)
bh,bh,36.086611,9.3686923,POINT (9.3686923 36.086611),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.67,bt (0.08Km),Agence Siliana (0.68Km)
bna,bna,36.08668063472398,9.37074368139713,POINT (9.37074368139713 36.08668063472398),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.53,zitouna (0.11Km),Agence Siliana (0.64Km)
bt,bt,36.087257,9.369171,POINT (9.369171 36.087257),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.68,zitouna (0.07Km),Agence Siliana (0.64Km)
bts,bts,36.08550568081051,9.374041557312012,POINT (9.374041557312012 36.08550568081051),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.24,bfpme (0.07Km),Agence Siliana (0.31Km)
qnb,qnb,36.089583,9.372944,POINT (9.372944 36.089583),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.71,attijari (0.32Km),Agence Siliana (0.98Km)
stb,stb,36.0880559,9.369042900000068,POINT (9.369042900000068 36.0880559),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.74,bt (0.09Km),Agence Siliana (0.68Km)
uib,uib,36.092583,9.369401,POINT (9.369401 36.092583),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,1.13,attijari (0.16Km),Agence Siliana (0.98Km)
zitouna,zitouna,36.08738973032177,9.369909309562672,POINT (9.369909309562672 36.08738973032177),114,2451,870,SILIANA VILLE,245151,سليانة المدينة,Siliana,Siliana,Siliana,24,0.0001994396092186,0.0725049294448552,Siliana Nord,Agence Siliana,0.64,bt (0.07Km),Agence Siliana (0.68Km)
Agence Sidi Hassine,biat,36.76884460449219,10.11331367492676,POINT (10.11331367492676 36.76884460449219),13,1164,106,BORJ-CHAKIR,116451,برج شاكير,Sidi Hassine,Tunis_1,Tunis,11,0.0024725294287293,0.226696373247038,Sidi Hassine,Agence Ezzahrouni,2.61,zitouna (0.07Km),Agence Sidi Hassine (0.07Km)
amen,amen,36.771944,10.114147,POINT (10.114147 36.771944),13,1164,106,BORJ-CHAKIR,116451,برج شاكير,Sidi Hassine,Tunis_1,Tunis,11,0.0024725294287293,0.226696373247038,Sidi Hassine,Agence Sidi Hassine,0.35,attijari (0.07Km),Agence Sidi Hassine (0.33Km)
atb,atb,36.7686132,10.11185490000003,POINT (10.11185490000003 36.7686132),13,1164,106,BORJ-CHAKIR,116451,برج شاكير,Sidi Hassine,Tunis_1,Tunis,11,0.0024725294287293,0.226696373247038,Sidi Hassine,Agence Sidi Hassine,0.13,biat (0.13Km),Agence Ezzahrouni (2.61Km)
attijari,attijari,36.771772,10.11338699999999,POINT (10.11338699999999 36.771772),13,1164,106,BORJ-CHAKIR,116451,برج شاكير,Sidi Hassine,Tunis_1,Tunis,11,0.0024725294287293,0.226696373247038,Sidi Hassine,Agence Sidi Hassine,0.33,amen (0.07Km),Agence Sidi Hassine (0.35Km)
zitouna,zitouna,36.768299,10.113784,POINT (10.113784 36.768299),13,1164,106,BORJ-CHAKIR,116451,برج شاكير,Sidi Hassine,Tunis_1,Tunis,11,0.0024725294287293,0.226696373247038,Sidi Hassine,Agence Sidi Hassine,0.07,biat (0.07Km),Agence Ezzahrouni (2.61Km)
Agence Sidi Bouzid,biat,35.03875350952148,9.490702629089355,POINT (9.490702629089355 35.03875350952148),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Regueb,33.82,bfpme (0.06Km),Agence Sidi Bouzid (0.06Km)
amen,amen,35.033264,9.47222,POINT (9.47222 35.033264),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,1.79,attijari (0.99Km),Agence Sidi Bouzid (0.8Km)
atb,atb,35.03872630000001,9.489548199999945,POINT (9.489548199999945 35.03872630000001),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.11,bfpme (0.04Km),Agence Sidi Bouzid (0.06Km)
attijari,attijari,35.036576,9.482316999999966,POINT (9.482316999999966 35.036576),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.8,bh (0.26Km),Agence Sidi Bouzid (0.56Km)
bfpme,bfpme,35.0388036,9.4899921,POINT (9.4899921 35.0388036),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.06,atb (0.04Km),Agence Sidi Bouzid (0.11Km)
bh,bh,35.0380198,9.4845935,POINT (9.4845935 35.0380198),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.56,attijari (0.26Km),Agence Sidi Bouzid (0.8Km)
bna,bna,35.03831357881289,9.490311194863011,POINT (9.490311194863011 35.03831357881289),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.06,stb (0.04Km),Agence Sidi Bouzid (0.07Km)
bt,bt,35.015993,9.300017,POINT (9.300017 35.015993),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,17.55,bna (13.27Km),Agence Sidi Bouzid (29.32Km)
bts,bts,35.03849133683799,9.487649202346802,POINT (9.487649202346802 35.03849133683799),205,4351,1586,SIDI BOUZID OUEST,435151,سيدي بوزيد,Sidi Bouzid,Sidi Bouzid,Sidi Bouzid,43,0.0001170731525803,0.0623506415242051,Sidi Bouzid Ouest,Agence Sidi Bouzid,0.28,zitouna (0.04Km),Agence Sidi Bouzid (0.24Km)
